,PassengerNumber,Name,HomePlanet,Destination,deck,numofcabin,side,Age,CryoSleep,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
267,290,Atino Excialing,Europa,55 Cancri e,B,7,S,9,False,False,0,0,0,0,0,True
268,291,Castab Brakeril,Europa,TRAPPIST-1e,D,10,S,40,False,False,0,6500,88,1090,0,True
269,294,Phonons Roforhauge,Europa,TRAPPIST-1e,B,8,S,50,True,False,0,0,0,446,0,True
270,297,Ernice Gardonadox,Earth,TRAPPIST-1e,G,47,P,24,False,False,90,2,1324,17,0,True
271,298,Ashird Sorbitter,Europa,55 Cancri e,A,3,P,57,True,False,0,0,0,0,0,True
272,301,Margia Wriggins,Earth,TRAPPIST-1e,E,342,P,16,True,False,0,0,0,0,0,False
273,302,Lesley Shephendry,Earth,TRAPPIST-1e,F,67,P,23,False,False,0,0,15,0,1370,False
274,303,Oraryn Kirklander,Mars,TRAPPIST-1e,G,41,S,23,True,False,0,0,0,0,0,True
275,304,Betena Ausivetpul,Europa,TRAPPIST-1e,E,18,S,28,False,False,0,422,0,1851,5166,False
276,305,Suhelik Geousker,Europa,55 Cancri e,C,7,P,23,False,False,0,584,0,20,2469,False
277,306,Dony Estevesters,Earth,TRAPPIST-1e,E,19,S,23,False,False,368,175,259,1,101,False
278,307,Natald Hickett,Earth,TRAPPIST-1e,F,59,S,18,False,False,0,0,1359,0,0,True
279,309,Billya Bowerson,Earth,TRAPPIST-1e,F,60,S,18,False,False,1194,0,157,6,0,False
280,310,Naviton Coudered,Europa,TRAPPIST-1e,F,789,S,67,False,False,7,230,0,4476,241,False
281,313,Briney Mckinsond,Earth,PSO J318.5-22,F,68,P,60,False,False,7,540,1,0,4,True
282,313,Jona Mckinsond,Earth,55 Cancri e,G,50,P,4,True,False,0,0,0,0,0,True
283,313,Jaimer Mckinsond,Earth,55 Cancri e,F,68,P,49,False,False,331,0,0,318,0,True
284,313,Hary Mckinsond,Earth,55 Cancri e,G,50,P,0,False,False,0,0,0,0,0,True
285,314,Kell Kochroeders,Earth,55 Cancri e,G,51,P,26,False,False,386,0,74,0,1330,False
286,315,Adriet Valezaley,Earth,PSO J318.5-22,G,42,S,35,True,False,0,0,0,0,0,True
287,316,Hallah Sorbitter,Europa,TRAPPIST-1e,B,9,S,24,False,False,0,2628,0,170,0,True
288,316,Beneba Sorbitter,Europa,TRAPPIST-1e,B,9,S,20,True,False,0,0,0,0,1,True
289,320,Breney Bellarkerd,Earth,TRAPPIST-1e,G,44,S,18,False,False,0,2,0,0,0,False
290,320,Garley Bellarkerd,Earth,TRAPPIST-1e,G,44,S,21,False,False,0,5,3,0,704,False
291,321,Quites Bache,Europa,TRAPPIST-1e,F,61,S,59,False,True,1018,0,209,0,0,False
292,322,Annya Blange,Earth,PSO J318.5-22,G,45,S,13,True,False,0,0,0,0,0,False
293,324,Carma Hooperez,Earth,55 Cancri e,G,53,P,43,True,False,0,0,0,0,0,False
294,326,Charly Edwartizman,Earth,TRAPPIST-1e,G,47,S,29,True,False,0,0,0,0,0,False
295,327,Jasony Ocherman,Earth,TRAPPIST-1e,E,461,P,19,False,False,17,0,784,0,2,True
296,330,Bellah Siveduced,Europa,TRAPPIST-1e,C,14,S,2,False,False,0,0,0,0,0,True
297,330,Celis Bootez,Europa,TRAPPIST-1e,C,14,S,32,False,False,247,4651,0,46,202,True
298,330,Hekaton Siveduced,Europa,TRAPPIST-1e,C,14,S,33,False,False,443,317,0,148,1260,False
299,331,Lewise Burchard,Earth,TRAPPIST-1e,F,72,P,25,False,False,0,0,251,0,552,False
300,333,Phios Melie,Mars,55 Cancri e,F,73,P,29,True,False,0,0,0,0,0,True
301,334,Unfly Mushe,Mars,TRAPPIST-1e,F,62,S,29,False,False,5715,2,211,1476,0,False
302,336,Maura Cookson,Earth,TRAPPIST-1e,F,74,P,44,False,False,695,1,16,0,0,False
303,337,Guanch Perle,Mars,55 Cancri e,F,63,S,2,True,False,0,0,0,0,0,True
304,337,Weros Perle,Mars,TRAPPIST-1e,F,63,S,19,False,False,417,349,634,3,1057,True
305,337,Annya Willy,Mars,55 Cancri e,F,63,S,0,False,False,0,0,0,0,0,True
306,338,Ireen Guerson,Earth,TRAPPIST-1e,G,48,S,18,True,False,0,0,0,0,0,True
307,340,Pentard Poille,Europa,55 Cancri e,B,10,S,38,True,False,0,0,0,0,0,True
308,341,Lorian Webstephrey,Earth,PSO J318.5-22,G,57,P,5,True,False,0,0,0,0,0,False
309,343,Meremy Salez,Earth,PSO J318.5-22,F,76,P,31,False,False,121,0,0,274,907,False
310,345,Berios Racke,Mars,TRAPPIST-1e,E,21,S,30,True,False,0,0,0,0,0,False
311,346,Lynney Chanan,Earth,55 Cancri e,G,59,P,15,True,False,0,0,0,0,0,True
312,347,Cousk Kraie,Mars,TRAPPIST-1e,F,64,S,27,False,False,434,0,1434,0,0,False
313,348,Stray Mane,Mars,TRAPPIST-1e,D,12,P,22,False,False,142,2876,202,3,0,True
314,348,Weet Mane,Mars,TRAPPIST-1e,A,14,P,36,True,False,520,0,1865,0,0,True
315,350,Loresa Burchanez,Earth,PSO J318.5-22,G,60,P,14,True,False,0,0,0,0,0,True
316,352,Hits Strad,Mars,TRAPPIST-1e,F,78,P,23,False,False,2001,0,2975,0,0,False
317,355,Tricky Warrison,Earth,TRAPPIST-1e,F,475,S,18,True,False,0,0,0,0,0,True
318,356,Pharmus Gloyanthy,Europa,55 Cancri e,B,15,P,36,True,False,0,0,0,0,0,True
319,357,Eduard Mcleaney,Earth,TRAPPIST-1e,F,65,S,41,False,False,80,1198,0,124,572,False
320,358,Ronna Connon,Earth,TRAPPIST-1e,G,50,S,50,True,False,0,0,0,0,0,True
321,358,Dandy Connon,Earth,PSO J318.5-22,G,50,S,32,True,False,0,0,0,0,0,True
322,359,Celine Popez,Earth,PSO J318.5-22,F,66,S,26,False,False,148,0,453,0,88,False
323,360,Elancy Staffersby,Earth,TRAPPIST-1e,F,67,S,15,False,False,358,212,33,0,112,False
324,361,Virgie Headardyer,Earth,55 Cancri e,F,68,S,33,False,False,0,36,0,280,417,True
325,365,Dandra Jacostaney,Earth,55 Cancri e,G,51,S,19,False,False,0,0,0,685,21,False
326,368,Resers Perte,Mars,TRAPPIST-1e,F,82,P,26,False,False,2832,107,4447,15,4,False
327,368,Batech Perte,Mars,TRAPPIST-1e,F,82,P,61,True,False,0,0,0,0,0,True
328,369,Veroy Pottonalden,Earth,TRAPPIST-1e,G,53,S,24,False,False,0,0,592,177,58,True
329,370,Tine Coffmaney,Earth,TRAPPIST-1e,F,83,P,30,False,False,0,95,0,441,1023,False
330,371,Chrey Dutte,Mars,TRAPPIST-1e,F,84,P,24,True,False,0,0,0,0,0,True
331,372,Gretty Gardsondez,Earth,TRAPPIST-1e,F,85,P,24,False,False,0,5,0,2766,0,False
332,373,Billex Mcneiderson,Earth,TRAPPIST-1e,G,62,P,41,True,False,0,0,0,0,0,False
333,375,Luzel Vincenton,Earth,TRAPPIST-1e,E,22,P,20,False,False,0,0,558,0,230,False
334,376,Francy Spentley,Earth,TRAPPIST-1e,G,54,S,22,False,False,116,0,786,6,0,True
335,377,Wezncha Excialing,Europa,55 Cancri e,C,15,S,63,False,False,0,1068,0,176,8188,False
336,378,Bram Pirejus,Europa,55 Cancri e,B,11,S,18,False,False,17,215,4,5132,697,False
337,378,Marfak Pirejus,Europa,55 Cancri e,B,11,S,21,True,False,0,0,0,0,0,True
338,378,Naslon Pirejus,Europa,TRAPPIST-1e,B,11,S,79,False,False,5649,235,7,2579,2175,False
339,378,Muonons Pirejus,Europa,TRAPPIST-1e,B,11,S,56,True,False,0,0,0,0,0,True
340,378,Polaton Pirejus,Europa,TRAPPIST-1e,B,11,S,13,True,False,0,0,0,0,0,True
341,378,Sollum Pirejus,Europa,TRAPPIST-1e,B,11,S,33,False,False,0,2491,6,1173,1059,False
342,378,Achib Pirejus,Europa,TRAPPIST-1e,B,11,S,32,True,False,0,0,0,0,0,True
343,379,Brita Moodson,Earth,TRAPPIST-1e,G,63,P,31,False,False,198,0,591,0,164,True
344,380,Zinopus Fuelddid,Europa,55 Cancri e,F,5,P,26,True,False,0,0,0,0,0,True
345,381,Mesatan Mosteraked,Europa,55 Cancri e,B,16,P,18,True,False,0,0,0,0,0,True
346,381,Aston Mosteraked,Europa,55 Cancri e,B,16,P,38,True,False,0,0,0,0,0,True
347,382,Blanie Floydendley,Europa,55 Cancri e,G,64,P,23,False,False,348,0,0,4,368,False
348,383,Phia Wagnerray,Earth,TRAPPIST-1e,G,55,S,28,False,False,82,773,0,3693,140,False
349,383,Evane Wagnerray,Earth,PSO J318.5-22,G,55,S,34,True,False,0,0,0,0,0,False
350,384,Cliney Simpsonks,Earth,55 Cancri e,G,56,S,0,False,False,0,0,0,0,0,True
351,384,Ellard Simpsonks,Earth,TRAPPIST-1e,G,56,S,14,False,False,3,0,881,25,0,True
352,385,Tanley Klinson,Earth,TRAPPIST-1e,G,65,P,23,False,False,13,747,0,0,128,False
353,387,Verek Merce,Earth,TRAPPIST-1e,G,66,P,49,True,False,0,0,0,0,0,False
354,388,Fanna Sullones,Earth,TRAPPIST-1e,G,57,S,14,True,False,0,0,0,0,0,False
355,389,Elanda Savaraldez,Earth,TRAPPIST-1e,E,23,P,18,False,False,391,44,356,0,0,False
356,391,Dabik Cowsearney,Europa,PSO J318.5-22,C,9,P,27,False,True,69,5728,0,0,987,True
357,392,Ward Carreralend,Earth,TRAPPIST-1e,E,24,P,48,False,False,0,111,0,1508,0,False
358,395,Meropus Hervel,Europa,55 Cancri e,B,17,P,31,False,True,0,11003,552,8157,5688,False
359,395,Hadyon Hervel,Europa,55 Cancri e,B,17,P,61,False,False,1,608,0,3835,1,False
360,396,Brinez Robins,Earth,TRAPPIST-1e,G,59,S,18,True,False,0,0,0,0,0,True
361,397,Graw Mepie,Mars,TRAPPIST-1e,F,69,S,45,True,False,0,0,0,0,0,True
362,398,Wales Tité,Mars,TRAPPIST-1e,D,13,S,22,False,False,28,420,36,6011,3,False
363,401,Luse Pimne,Mars,TRAPPIST-1e,D,14,S,30,False,True,1056,0,0,0,0,False
364,401,Parney Pimne,Mars,TRAPPIST-1e,D,14,S,30,False,False,1770,0,0,13,0,False
365,402,Teron Sageng,Europa,55 Cancri e,D,15,S,32,True,True,0,0,0,0,0,True
366,403,Push Wate,Mars,TRAPPIST-1e,D,13,P,43,False,True,353,896,0,0,2,True
367,405,Denis Flowensley,Earth,55 Cancri e,F,89,P,17,False,False,177,0,0,310,7,False
368,407,Dandy Mirez,Earth,TRAPPIST-1e,G,69,P,23,False,False,894,21,0,0,1699,False
369,407,Luzel Mirez,Earth,TRAPPIST-1e,F,90,P,20,False,False,0,465,0,5,223,False
370,407,Dennya Mirez,Earth,TRAPPIST-1e,G,69,P,39,True,False,0,0,0,0,0,False
371,408,Cus Ble,Mars,TRAPPIST-1e,E,25,P,35,False,False,1134,113,52,0,0,False
372,409,Mats Iccle,Mars,TRAPPIST-1e,F,71,S,31,False,False,0,0,1116,2,0,False
373,410,Tyrona Roachoanand,Earth,55 Cancri e,F,72,S,21,False,False,0,150,0,567,0,False
374,411,Benny Rushorney,Earth,TRAPPIST-1e,F,91,P,16,False,False,691,0,101,140,0,False
375,412,Baton Quelfly,Europa,TRAPPIST-1e,C,11,P,60,False,False,0,7255,5952,1537,0,True
376,413,Elina Steinardson,Earth,TRAPPIST-1e,F,92,P,18,False,False,0,157,0,352,60,False
377,415,Iney Pierry,Earth,TRAPPIST-1e,G,60,S,42,True,False,0,0,0,0,0,False
378,417,Lesatik Poicaptic,Europa,55 Cancri e,B,18,P,68,True,False,0,0,0,0,0,True
379,417,Mirark Unhearfus,Europa,55 Cancri e,B,18,P,22,False,False,0,1170,0,5467,1241,False
380,417,Enifik Unhearfus,Europa,TRAPPIST-1e,B,18,P,59,True,False,0,0,0,0,0,True
381,423,Syrmark Pumbody,Europa,TRAPPIST-1e,B,19,P,25,False,False,8,3584,0,13,57,True
382,425,Blesh Fiha,Mars,TRAPPIST-1e,F,96,P,37,False,False,1094,2,26,34,1,False
383,425,Cowns Fiha,Mars,TRAPPIST-1e,F,96,P,3,True,False,0,0,0,0,0,True
384,425,Ree Fiha,Mars,TRAPPIST-1e,F,96,P,31,True,False,0,0,0,0,0,True
385,427,Algor Efulows,Europa,TRAPPIST-1e,E,26,P,31,False,False,417,4227,7185,562,792,True
386,428,Chargin Chocaters,Europa,TRAPPIST-1e,C,16,S,29,False,False,0,4118,0,715,3139,True
387,429,Aino Ineysive,Europa,55 Cancri e,A,5,S,20,False,False,2,10116,0,2,225,True
388,429,Taurak Ineysive,Europa,55 Cancri e,A,5,S,46,True,False,0,0,0,0,0,True
389,430,Eliana Jorden,Earth,TRAPPIST-1e,F,75,S,29,False,False,0,1026,0,16,0,True
390,431,Fronch Melto,Mars,TRAPPIST-1e,F,97,P,43,True,False,0,0,0,0,0,True
391,432,Caper Knike,Mars,TRAPPIST-1e,F,76,S,17,False,False,1483,10,0,0,0,False
392,433,Hekark Mormonized,Europa,55 Cancri e,B,20,P,27,False,False,0,0,0,0,0,True
393,433,Naosura Mormonized,Europa,TRAPPIST-1e,B,20,P,47,False,False,4,891,0,2962,3656,False
394,434,Row Pread,Mars,TRAPPIST-1e,F,77,S,45,True,False,0,0,0,0,0,True
395,435,Allie Willynnedy,Earth,TRAPPIST-1e,G,62,S,17,True,False,0,0,0,0,0,True
396,436,Sallyl Hodes,Earth,55 Cancri e,G,63,S,10,False,False,0,0,0,0,0,True
397,436,Lilace Hodes,Earth,PSO J318.5-22,G,63,S,56,False,False,46,11,0,622,0,False
398,437,Lynnee Oneiles,Earth,TRAPPIST-1e,F,78,S,39,False,False,382,0,22,467,0,False
399,437,Debora Oneiles,Earth,PSO J318.5-22,F,78,S,40,False,False,7,0,840,26,0,False
400,438,Dyonon Diateous,Europa,TRAPPIST-1e,B,13,S,40,True,False,0,0,0,0,0,True
401,439,Izarino Unciate,Europa,55 Cancri e,C,13,P,34,False,False,3,5637,45,1936,56,False
402,441,Loree Hahnstonsen,Earth,55 Cancri e,F,79,S,32,False,False,0,0,0,722,0,False
403,442,Elica Armstromez,Earth,TRAPPIST-1e,F,98,P,35,False,False,7,1043,0,0,0,False
404,444,Camonk Curte,Mars,TRAPPIST-1e,D,15,P,32,False,True,2484,429,102,0,0,False
405,444,Colal Curte,Europa,TRAPPIST-1e,F,99,P,26,False,True,1869,0,136,0,0,False
406,445,Loria Marshopper,Earth,TRAPPIST-1e,F,80,S,25,False,False,1352,0,0,24,799,False
407,445,Rice Marshopper,Europa,TRAPPIST-1e,E,25,S,26,False,False,0,0,0,77,715,False
408,446,Hadira Singmage,Europa,55 Cancri e,B,21,P,22,True,False,0,0,0,0,0,True
409,447,Ferry Mcclayton,Earth,TRAPPIST-1e,F,81,S,22,False,False,9,0,795,0,0,True
410,448,Elara Hoppernardy,Earth,TRAPPIST-1e,E,27,P,24,False,False,757,0,0,32,0,False
411,448,Denne Moodsey,Earth,PSO J318.5-22,G,71,P,32,True,False,0,0,0,0,0,True
412,449,Nathy Moongton,Earth,TRAPPIST-1e,G,64,S,11,True,False,0,0,0,0,0,True
413,452,Swafox Ecart,Mars,TRAPPIST-1e,E,26,S,22,True,False,0,0,0,0,0,True
414,453,Aldun Taptiritty,Europa,TRAPPIST-1e,B,14,S,19,True,False,0,0,0,0,0,True
415,453,Minopus Taptiritty,Europa,55 Cancri e,G,80,S,34,True,False,0,0,0,0,0,True
416,453,Wezena Taptiritty,Europa,TRAPPIST-1e,B,14,S,74,True,False,0,0,0,0,0,True
417,454,Tabius Geoconne,Europa,55 Cancri e,B,15,S,28,False,True,5,4288,0,745,5,True
418,454,Etair Fushausive,Europa,TRAPPIST-1e,B,15,S,42,True,False,0,0,0,0,0,True
419,454,Hallux Geoconne,Europa,TRAPPIST-1e,B,15,S,43,True,False,0,0,0,0,0,True
420,456,Lulah Hinetthews,Earth,TRAPPIST-1e,F,83,S,55,False,False,210,185,188,59,73,False
421,457,Leonyl Poperez,Earth,PSO J318.5-22,G,72,P,19,False,False,0,0,747,26,0,True
422,457,Sallyl Poperez,Earth,TRAPPIST-1e,G,72,P,6,True,False,0,0,0,0,0,False
423,457,Joela Poperez,Earth,TRAPPIST-1e,G,72,P,7,False,False,0,0,0,0,0,False
424,458,Zanin Bedectical,Europa,55 Cancri e,D,16,S,28,True,False,0,0,0,0,0,True
425,459,Hardy Nichoan,Earth,TRAPPIST-1e,F,84,S,15,False,False,2156,0,0,59,2,False
426,460,Shawne Jenningley,Earth,PSO J318.5-22,G,65,S,24,True,False,0,0,0,0,0,True
427,461,Shany Yorkland,Earth,PSO J318.5-22,E,27,S,31,False,False,0,869,0,0,0,True
428,461,Warry Yorkland,Earth,TRAPPIST-1e,F,85,S,22,False,False,0,70,182,612,20,True
429,461,Len Yorkland,Earth,55 Cancri e,G,66,S,1,False,False,0,0,0,0,0,True
430,462,Ronia Sosanturney,Earth,55 Cancri e,G,67,S,50,True,False,0,0,0,0,0,False
431,463,Grats Staf,Mars,TRAPPIST-1e,F,100,P,34,False,False,865,0,257,15,35,False
432,463,Flamal Staf,Mars,TRAPPIST-1e,F,100,P,14,False,False,928,852,81,0,0,False
433,465,Deandy Chaellerty,Earth,TRAPPIST-1e,E,28,P,19,False,False,4,10,0,1178,428,False
434,465,Kyley Chaellerty,Earth,TRAPPIST-1e,E,28,P,59,False,False,0,654,22,146,4,True
435,466,Aude Beachez,Earth,TRAPPIST-1e,F,101,P,36,False,False,0,0,863,1,1,False
436,468,Haryn Wynneyerson,Earth,TRAPPIST-1e,G,554,P,34,True,False,0,0,0,0,0,False
437,470,Aptal Binie,Mars,55 Cancri e,F,86,S,25,True,False,0,0,0,0,18,True
438,470,Jurs Binie,Earth,TRAPPIST-1e,F,86,S,36,True,False,0,0,0,0,0,True
439,471,Astab Fuelisent,Europa,TRAPPIST-1e,B,22,P,16,False,False,0,45,2,5183,170,False
440,471,Izarino Fuelisent,Europa,55 Cancri e,B,22,P,30,False,False,0,7972,0,0,4,True
441,472,Stene Solinez,Earth,PSO J318.5-22,F,87,S,37,False,False,0,10,544,9,299,False
442,474,Nicey Chardst,Earth,55 Cancri e,G,69,S,15,True,False,0,0,0,0,0,True
443,475,Danie Gilesonston,Earth,TRAPPIST-1e,E,29,P,36,False,False,0,0,38,9,943,False
444,476,Coves Chiff,Mars,PSO J318.5-22,F,103,P,27,False,False,600,6,145,144,0,False
445,476,Book Chiff,Mars,TRAPPIST-1e,F,103,P,27,True,False,0,0,0,0,0,True
446,476,Beah Chiff,Mars,TRAPPIST-1e,F,103,P,12,True,False,0,0,0,0,0,True
447,477,Benny Moongton,Earth,TRAPPIST-1e,E,30,P,22,False,False,0,5,0,1619,0,False
448,480,Chrisa Mcdanield,Earth,TRAPPIST-1e,G,74,P,27,False,False,0,34,23,0,275,False
449,481,Gera Peckerson,Earth,TRAPPIST-1e,G,70,S,13,True,False,0,0,0,0,0,True
450,482,Anny Mallerez,Earth,TRAPPIST-1e,E,28,S,27,False,False,0,118,0,5,665,False
451,482,Isaacy Mallerez,Earth,TRAPPIST-1e,F,88,S,28,False,False,0,14,0,0,615,False
452,485,Furudah Unloweedic,Europa,55 Cancri e,B,17,S,21,False,False,0,33,0,3348,55,False
453,487,Sadirak Obeaded,Europa,TRAPPIST-1e,C,19,S,39,False,False,172,1794,12,4303,246,False
454,488,Chery Vantonson,Earth,PSO J318.5-22,G,76,P,28,True,False,0,0,0,0,0,False
455,490,Hanne Kirklander,Earth,TRAPPIST-1e,G,71,S,14,True,False,0,0,0,0,0,True
456,498,Batomam Preent,Europa,55 Cancri e,F,1475,P,27,True,False,0,0,0,0,0,True
457,498,Kastrak Preent,Europa,55 Cancri e,B,18,S,46,True,False,0,0,0,0,0,True
458,499,Eclass Meake,Mars,55 Cancri e,F,89,S,27,True,False,0,0,0,0,0,True
459,499,Yogark Meake,Mars,TRAPPIST-1e,E,29,S,21,False,False,0,0,0,0,0,False
460,500,Ots Cakie,Mars,55 Cancri e,D,19,P,21,False,False,513,0,1749,82,0,True
461,501,Hadirk Spedlybood,Europa,TRAPPIST-1e,E,32,P,42,False,False,0,929,967,0,481,False
462,502,Pigars Swell,Mars,TRAPPIST-1e,F,283,P,22,False,False,10,0,817,471,0,False
463,503,Gal Fone,Mars,TRAPPIST-1e,F,90,S,10,False,False,0,0,0,0,0,True
464,503,Torms Fone,Mars,TRAPPIST-1e,F,90,S,43,False,False,1821,0,47,29,0,False
465,503,Pios Fone,Mars,TRAPPIST-1e,E,31,S,42,False,False,1246,35,16,0,0,False
466,504,Thabius Unpasine,Europa,55 Cancri e,B,19,S,18,True,False,0,0,0,0,0,True
467,504,Mirfar Unpasine,Europa,55 Cancri e,B,19,S,54,True,False,0,0,0,0,0,True
468,504,Sterops Unpasine,Europa,TRAPPIST-1e,B,19,S,24,True,False,0,0,0,0,0,True
469,504,Tauria Unpasine,Europa,TRAPPIST-1e,B,19,S,64,False,False,0,1737,11,401,752,False
470,504,Azharga Unpasine,Europa,55 Cancri e,B,19,S,18,True,False,0,0,0,0,0,True
471,504,Alheneb Unpasine,Mars,55 Cancri e,B,19,S,53,True,False,0,0,0,0,0,True
472,506,Kad Backe,Mars,TRAPPIST-1e,F,91,S,23,True,False,0,0,0,0,0,True
473,507,Kylen Mccarry,Earth,TRAPPIST-1e,G,74,S,39,False,False,0,0,0,0,0,True
474,510,Astrark Sinecthex,Europa,TRAPPIST-1e,C,16,P,59,False,False,0,16521,0,323,0,True
475,512,Sadirak Nateansive,Europa,55 Cancri e,D,18,S,32,False,False,0,5755,0,59,122,True
476,512,Ankalik Nateansive,Europa,TRAPPIST-1e,D,18,S,55,True,False,0,0,0,0,0,True
477,513,Rayley Blandez,Earth,PSO J318.5-22,G,78,P,21,True,False,0,0,0,0,0,True
478,515,Alramix Swinvul,Europa,TRAPPIST-1e,B,20,S,50,True,False,0,0,0,0,0,True
479,516,Vindem Eneurordry,Europa,55 Cancri e,A,6,S,55,False,False,113,2492,41,0,2376,False
480,517,Jandy Kimons,Earth,TRAPPIST-1e,F,109,P,28,False,False,1445,0,1,2,73,False
481,518,Soyos Parta,Earth,TRAPPIST-1e,F,92,S,35,True,False,0,0,0,0,0,True
482,519,Ryany Farleyatton,Earth,TRAPPIST-1e,G,77,S,12,True,False,0,0,0,0,0,True
483,520,Bel Mcguirez,Earth,TRAPPIST-1e,G,78,S,55,False,False,62,0,0,0,321,False
484,521,Hery Hornettoney,Earth,TRAPPIST-1e,E,32,S,23,False,False,39,263,0,0,41,True
485,522,Glenry Parklaney,Earth,TRAPPIST-1e,E,33,P,42,False,False,0,0,750,0,156,False
486,523,Helley Joyneidez,Earth,TRAPPIST-1e,E,33,S,35,False,False,553,213,1733,0,6,True
487,525,Wenise Mirezavis,Earth,TRAPPIST-1e,G,534,P,47,True,False,0,0,0,0,0,True
488,527,Supce Stité,Mars,55 Cancri e,F,93,S,31,False,False,1172,11,3,0,4,False
489,527,Llat Stité,Mars,TRAPPIST-1e,F,93,S,34,True,False,0,0,0,0,0,True
490,528,Alasmon Stiven,Europa,TRAPPIST-1e,C,17,P,46,False,False,0,1119,0,3427,6595,False
491,529,Ericia Sellahaney,Earth,PSO J318.5-22,G,81,P,26,True,False,0,0,0,0,0,False
492,531,Estine Alentonway,Earth,55 Cancri e,G,82,P,1,True,False,0,0,0,0,0,False
493,531,Darley Alentonway,Earth,55 Cancri e,G,82,P,33,True,False,0,0,0,0,0,True
494,533,Tops Stike,Mars,TRAPPIST-1e,D,21,P,33,False,False,20,0,384,557,0,False
495,534,Asellux Parbage,Europa,TRAPPIST-1e,B,23,P,34,False,False,98,715,29,5732,1902,False
496,534,Weia Parbage,Europa,TRAPPIST-1e,B,23,P,49,False,False,3573,1308,316,641,25,False
497,537,Kylen Staffersby,Earth,TRAPPIST-1e,G,83,P,22,False,False,0,5,0,320,352,False
498,538,Walla Swanardy,Earth,TRAPPIST-1e,F,110,P,28,False,False,0,1073,0,0,5,True
499,539,Tard Nalanet,Europa,TRAPPIST-1e,C,18,P,3,True,False,0,0,232,0,0,True
500,539,Achyon Nalanet,Europa,55 Cancri e,C,18,P,36,True,False,0,0,0,0,0,True
501,539,Alderak Nalanet,Earth,55 Cancri e,C,18,P,30,True,False,0,0,0,0,0,True
502,539,Betenif Nalanet,Europa,TRAPPIST-1e,C,18,P,49,True,False,0,0,0,0,0,True
503,539,Mardyon Nalanet,Europa,TRAPPIST-1e,C,18,P,38,False,False,0,1793,479,9,4987,False
504,540,Jell Conie,Mars,TRAPPIST-1e,F,95,S,31,True,False,0,0,0,0,0,True
505,540,Rantax Conie,Earth,TRAPPIST-1e,F,95,S,17,False,False,1471,0,0,45,16,False
506,542,Landa Ments,Earth,TRAPPIST-1e,G,84,P,26,False,False,9,0,0,0,878,False
507,545,Kaye Sextones,Earth,TRAPPIST-1e,F,111,P,23,False,False,59,0,0,681,0,False
508,546,Shawne Stenson,Earth,55 Cancri e,F,96,S,24,False,False,930,691,838,0,0,False
509,547,Trick Weavesend,Earth,TRAPPIST-1e,F,97,S,23,False,False,0,15,831,16,3,False
510,548,Kariel Webstes,Earth,TRAPPIST-1e,E,36,S,24,False,False,0,86,704,0,1,True
511,549,Warets Watte,Mars,PSO J318.5-22,D,19,S,32,False,False,666,0,0,252,1,True
512,549,Guans Watte,Mars,TRAPPIST-1e,F,98,S,43,True,False,0,0,0,0,0,True
513,550,Maen Cleminglas,Earth,TRAPPIST-1e,F,99,S,23,False,False,13,12,0,762,0,True
514,551,Stene Bradlerson,Earth,TRAPPIST-1e,G,80,S,42,False,False,126,0,266,445,12,False
515,552,Minkab Brathful,Europa,55 Cancri e,C,21,S,29,True,False,0,0,0,0,0,True
516,553,Tope Valindle,Europa,TRAPPIST-1e,C,19,P,40,True,False,0,0,0,0,0,True
517,553,Gluinol Valindle,Europa,TRAPPIST-1e,C,19,P,37,False,False,0,6506,0,764,0,True
518,555,Alraixa Graciansus,Europa,55 Cancri e,C,20,P,61,True,False,0,0,0,0,0,True
519,555,Alhain Graciansus,Europa,TRAPPIST-1e,C,20,P,33,False,False,0,165,1,2525,0,False
520,556,Jilla Rames,Earth,TRAPPIST-1e,F,100,S,19,False,False,0,1428,0,1,19,True
521,559,Margia Harmond,Earth,PSO J318.5-22,F,102,S,21,False,False,0,12,580,0,79,False
522,560,Anniey Hortez,Earth,TRAPPIST-1e,G,81,S,4,False,False,0,0,0,0,0,False
523,560,Tonyn Hortez,Earth,PSO J318.5-22,G,81,S,12,False,False,0,0,0,0,0,True
524,560,Annah Josey,Europa,TRAPPIST-1e,F,103,S,44,False,False,1440,293,74,32,0,True
525,561,Jessa Flemaney,Earth,TRAPPIST-1e,G,82,S,22,False,False,0,0,332,442,0,False
526,563,Hamsp Petie,Mars,55 Cancri e,F,114,P,33,False,False,840,642,402,21,0,False
527,564,Bath Dinsprody,Europa,55 Cancri e,B,24,P,32,True,False,0,0,0,0,0,True
528,564,Taura Dinsprody,Europa,TRAPPIST-1e,B,24,P,28,True,False,0,0,0,0,0,True
529,564,Aldibi Dinsprody,Europa,TRAPPIST-1e,B,24,P,28,False,False,0,410,2,1354,3695,False
530,565,Cines Ble,Mars,TRAPPIST-1e,F,115,P,31,False,False,697,0,612,0,0,False
531,566,Muls Mish,Mars,TRAPPIST-1e,E,37,S,13,True,False,0,0,0,0,0,True
532,567,Jeron Munozanson,Earth,TRAPPIST-1e,G,83,S,14,True,False,0,0,0,0,0,True
533,568,Enibik Baciffhaut,Europa,TRAPPIST-1e,D,20,S,33,True,False,1908,33,0,1,4,False
534,568,Pentard Baciffhaut,Europa,55 Cancri e,D,20,S,18,True,False,0,0,0,0,4085,True
